번호,관련번호,상위번호,도서명,자료출처,지명유래,X좌표,Y좌표,유무인도,연육도현황,기타,도형정보
591,동백7,4.69E+18,안매도3,고시,,207440.52,177119.64,0,,,POINT (207440.52384393473 177119.63868426316)
592,사양-24,4.68E+18,수락도,수치,순우리말로는 '수래기',236927.26,209377.92,1,,,POINT (236927.2609128475 209377.91852038086)
593,사양-25,4.68E+18,수락도-1,부여,수락도 인근의 섬,236739.98,209029.66,0,,미등록섬,POINT (236739.983797448 209029.6615886687)
594,예내-1,4.68E+18,대항도,고시,육지와 가까이 있는 섬,249797.96,205390.26,0,,,POINT (249797.9571714223 205390.26413899485)
595,예내-2,4.68E+18,대항도-1,부여,대항도 인근의 섬,250166.29,205439.14,0,,미등록섬,POINT (250166.28969766534 205439.1411831833)
596,예내-3,4.68E+18,대항도-2,부여,대항도 인근의 섬,250220.78,205397.51,0,,미등록섬,POINT (250220.78003241302 205397.51216723822)
597,예내-4,4.68E+18,대항도-3,부여,대항도 인근의 섬,249351.93,204681.46,0,,미등록섬,POINT (249351.93447650553 204681.463194406)
598,예내-5,4.68E+18,창끝,현지,섬모양이 창의 끝과 같,246808.67,208307.61,0,,미등록섬,POINT (246808.67481874418 208307.6090219615)
599,예내-6,4.68E+18,창끝-1,부여,창끝 인근의 섬,246916.92,208483.65,0,,미등록섬,POINT (246916.92177006535 208483.64970834076)
600,예내-7,4.68E+18,외나라도,수치,군마나 관아에서 쓰는,246069.74,205543.62,1,연도교,,POINT (246069.73797205277 205543.61899366626)
601,외초-1,4.68E+18,곡두도,고시,섬의 모양이 꼭두머리,245434.89,200518.93,0,,,POINT (245434.88780762666 200518.92540631333)
602,외초-2,4.68E+18,곡두도-1,고시,곡두도 인근의 섬,245772.06,200337.31,0,,,POINT (245772.05578129846 200337.30609811516)
603,외초-3,4.68E+18,탕건도,행정,머리에 상투를 꼽고 그,246941.03,196957.76,0,,,POINT (241924.5613995599 201759.00396566733)
604,덕흥-1,4.68E+18,소랑도,행정,섬앞의 물결이 항상 잔,241034.36,215697.46,0,,,POINT (241034.35530979402 215697.4565918569)
605,덕흥-2,4.68E+18,장재도,행정,마을과 인근에 있다고,240153.37,216531.24,0,,,POINT (240153.37174568741 216531.239782568)
606,덕흥-3,4.68E+18,치도,행정,불무섬이라 불리우기,240524.32,217297.31,0,,,POINT (240524.32292385818 217297.30524257867)
607,덕흥-4,4.68E+18,소호도,행정,홈바구'라 불리우기도,240866.12,217075.23,0,,,POINT (240866.1224046753 217075.23025938013)
608,덕흥-5,4.68E+18,시호도,고시,이 섬의 모양이 마치 ,241132.2,216337.16,0,,,POINT (241132.20365866862 216337.16478289792)
609,덕흥-6,4.68E+18,너린여,현지,바닷물이 빨라 너릿물,240874.3,213449.05,0,,미등록섬,POINT (240874.30029231432 213449.04855884658)
610,덕흥-7,4.68E+18,너린여-1,부여,,240593.86,213301.31,0,,미등록섬,POINT (240593.86379271088 213301.3052844947)
611,백양-1,4.68E+18,죽도,행정,섬에 있는 나무가 마치,242630.87,212793.53,0,,,POINT (242630.87200563823 212793.52897749143)
612,백양-2,4.68E+18,동백도,고시,이 섬은 옛부터 동백꽃,243008.45,213241,0,,,POINT (243008.4547357792 213240.99615754577)
613,백양-3,4.68E+18,성주도,고시,성주도 또는 성계섬이,241592.55,212967,0,,,POINT (241592.55164250737 212966.9972458813)
614,백양-4,4.68E+18,형제섬,행정,섬 2개가 마치 형제처,241578.97,213022.07,0,,미등록섬,POINT (241578.97292131497 213022.07077674125)
615,백양-5,4.68E+18,내나로도,수치,군마나 관아에서 쓰는,242257.15,212683.76,1,연도교,,POINT (242257.15041892693 212683.76217246824)
616,봉영-1,4.68E+18,항도,행정,바닷물이 빠지면 잘록,245950.4,212147.3,0,,,POINT (245935.36219758555 212166.55683669698)
617,봉영-2,4.68E+18,발도,행정,동쪽의 외롭께 떠있는,244892.08,213028.94,0,,,POINT (244892.07550483287 213028.94421680435)
618,봉영-3,4.68E+18,봉남도,현지,이름모를 큰새나 섬에,244593.97,210165.66,0,,미등록섬,POINT (244593.96900073162 210165.6581346618)
619,봉영-4,4.68E+18,봉남도-1,부여,,245958.49,210489.89,0,,미등록섬,POINT (245958.48768561205 210489.88608617865)
620,봉영-5,4.68E+18,봉남도-2,부여,,246223.99,210512.96,0,,미등록섬,POINT (246223.98605807102 210512.95977910026)
621,봉영-6,4.68E+18,바래도,행정,섬 모양이 마치 밭처럼,244818.15,213051.33,0,,미등록섬,POINT (244818.1465471812 213051.3270451742)
622,여호-1,4.68E+18,원주도,고시,지형이 구슬같다고 하,243261.68,230481.84,1,연도교,,POINT (243261.67948533682 230481.83658582193)
623,여호-2,4.68E+18,묵도,고시,마을이름을 쇠머리라 ,243945.08,229493,0,,,POINT (243945.07829672538 229492.99852696894)
624,사동1,4.69E+18,평일도5,고시,,207351.75,193260.46,0,,,POINT (207351.7511707594 193260.4573574245)
625,내리10,4.69E+18,귀막섬,고시,,152063.56,188466.89,0,,,POINT (152063.5608085177 188466.88966385066)
626,여호-2,4.68E+18,죽도,행정,대나무가 많이 자란다,243172.77,229810.51,1,연륙교,,POINT (243172.76562950137 229810.507747287)
627,금사-1,4.68E+18,중구도,행정,섬모습이 말이 달리는,240311.44,220153.1,0,,,POINT (240311.43803842115 220153.09677301534)
628,금사-2,4.68E+18,돌도,행정,장고도'라 불리우기도,239594.98,221083.93,0,,,POINT (239594.97627637384 221083.9337747126)
629,금사-3,4.68E+18,와도,고시,섬의 모양이 개구리처,238520.57,220535.11,0,,,POINT (238520.5655423148 220535.1071507213)
630,금사-4,4.68E+18,딱도,행정,생태 자연도에에는 닭,237775.22,221207.92,0,,,POINT (237775.21864711016 221207.92104702274)
631,금사-5,4.68E+18,소장고도,고시,섬의 형태가 길게 늘여,237652.71,221583.1,0,,,POINT (237652.71488699567 221583.0963814929)
632,금사-6,4.68E+18,소장고도-1,행정,,237483.47,221379.65,0,,,POINT (237483.47365527647 221379.64599152567)
633,금사-7,4.68E+18,사도,행정,지형에 뱀과 같다하여,237468.8,221509.95,0,,미등록섬,POINT (237468.80186191777 221509.9491177798)
634,남열-1,4.68E+18,대옥대도,고시,옛날 풍수가 이 섬의 ,243032.65,219232.96,1,,,POINT (243032.64965563192 219232.95949122886)
635,남열-2,4.68E+18,대옥대도-1,부여,,243189.54,219402.09,0,,미등록섬,POINT (243189.54344404663 219402.0918938836)
636,남열-3,4.68E+18,대옥대도-2,부여,,243236.66,219376.92,0,,미등록섬,POINT (243236.66357091037 219376.92269777355)
637,남열-4,4.68E+18,소옥대도,고시,옛날 풍수가 이 섬의 ,243510.67,219724.63,0,,,POINT (243510.67320878376 219724.63288487226)
638,남열-5,4.68E+18,소옥대도-1,부여,,243497.88,219949.7,0,,미등록섬,POINT (243497.8840374474 219949.70356708678)
639,남열-6,4.68E+18,용바위,현지,마치 용머리처럼 생겼,245502.73,221230.9,0,,미등록섬,POINT (245502.72561074697 221230.8959610021)
640,남열-7,4.68E+18,용바위-1,부여,,245545.57,227293,0,,미등록섬,POINT (245544.84458868127 221292.94137568417)
641,우천-1,4.68E+18,외매물도,고시,매일 조수의 간만의 차,247055.06,222573.67,0,,,POINT (247055.06452051172 222573.67357086437)
642,우천-2,4.68E+18,내매몰도,고시,매일 조수의 간만의 차,246652.56,222363.14,0,,,POINT (246633.0385037723 222372.0395288556)
643,우천-3,4.68E+18,내매몰도-1,부여,,247019.38,222489.04,0,,미등록섬,POINT (247019.3799190421 222489.0414826027)
644,노일-1,4.68E+18,죽도,고시,노일리 앞에 있는 섬으,229415.31,232711.6,1,,,POINT (229415.30951921444 232711.60478700144)
645,백일-1,4.68E+18,원주도-1,고시,지형이 구슬같다고 하,243079.58,231085.33,0,,,POINT (243079.58469569508 231085.32885478373)
646,백일-2,4.68E+18,좌도,고시,섬의 지형이 사람이 정,238893.53,234488.22,0,,,POINT (238893.52699086058 234488.21882465697)
647,백일-3,4.68E+18,좌도-1,부여,,238632.49,234681.19,0,,미등록섬,POINT (238632.4865503315 234681.18805441592)
648,백일-4,4.68E+18,매몰도,행정,소머리를 닮아서 소댕,239013.31,234652.86,0,,,POINT (239013.3099989351 234652.86269719503)
649,백일-5,4.68E+18,서당도,행정,마을에서는 긴섬이라 ,239599.68,234342.29,0,,,POINT (239599.67646569604 234342.28777449386)
650,백일-6,4.68E+18,서당도-1,부여,마을에서는 긴섬이라 ,239374.78,234447.53,0,,,POINT (239374.77810287545 234447.52698152472)
651,백일-7,4.68E+18,진지내도,고시,고려말엽에 수군만호(,240703.8,235235.59,1,,,POINT (240703.80089105904 235235.59108202072)
652,백일-8,4.68E+18,백일일도,행정,섬의 모양이 동글동글,240171.79,235515.17,0,,,POINT (240171.79258798194 235515.1669418657)
653,백일-9,4.68E+18,진지외도,고시,고려말엽에 수군만호(,241143.11,235297.98,0,,,POINT (241143.10673203075 235297.98010735627)
654,동백4,4.69E+18,안매도1,고시,,206762.54,176801.36,0,,,POINT (206762.5415044776 176801.360906535)
655,백일-10,4.68E+18,문도,행정,"해섬', '새섬'이라 불리",241238.69,234554.89,0,,,POINT (241238.69297966006 234554.89134405943)
656,백일-11,4.68E+18,적도,행정,아랫돈배섬이라 불리,241809.22,231590.75,0,,,POINT (241809.21886913432 231590.74890747562)
657,백일-12,4.68E+18,소백일도,행정,백일일도 인근에 있는,241722,233328.68,0,,미등록섬,POINT (241722.07977510084 233570.45826499315)
658,백일-13,4.68E+18,컬도,고시,지명고시가 되어 있으,243205.42,231742.3,0,,,POINT (243205.4235648148 231742.30329338735)
659,백일-14,4.68E+18,길마도,행정,섬의 모양이 짐을 나르,241531.95,232201.92,0,,,POINT (241551.36881949453 232202.53656922572)
660,백일-15,4.68E+18,해화도,고시,화해승루의 명지가  있,242068.06,232630.5,0,,,POINT (242068.06353465508 232630.49928251264)
661,백일-16,4.68E+18,백일도,고시,섬안에 달과 해처럼 생,240159.93,233193.61,1,연도교,,POINT (240159.9331679255 233193.60681856482)
662,백일-17,4.68E+18,백일도-2,부여,백일도 인근의 섬,239594.25,232571.15,0,,미등록섬,POINT (239594.25204615484 232571.15288005292)
663,백일-18,4.68E+18,백일도-1,부여,백일도 인근의 섬,241002.72,232072.11,0,,,POINT (240991.57009618706 232052.96276792174)
664,백일-19,4.68E+18,대지도,행정,생태 자연도상 명칭이,241222.37,231684.33,0,,,POINT (241222.36551291056 231684.33495380147)
665,백일-20,4.68E+18,옥금도,수치,섬이 옥모양과 같이 생,238118.43,234254.64,1,연도교,,POINT (238118.4313488241 234254.63985808822)
666,신곡-1,4.68E+18,우모도,행정,여의도'라고 불리우며,241484.53,230729.02,0,,,POINT (241484.52795950617 230729.01866043487)
667,신곡-2,4.68E+18,석도,현지,현지에서 불리우는 이,240270.99,231592.49,0,,,POINT (240263.5160535277 231598.95742322755)
668,연등-1,4.68E+18,동배도,행정,생태사연도에에 의하,236134.84,235156.27,0,,,POINT (236134.8425852046 235156.26856374484)
669,연등-2,4.68E+18,장도,행정,섬의 지형이 자라처럼,238144.04,235300.68,1,,,POINT (238144.04013001185 235300.6817811823)
670,연등-3,4.68E+18,저도,고시,섬의 모양이 돼지와 같,236390.92,236363.35,0,,,POINT (236390.9248632682 236363.34894509916)
671,연등-4,4.68E+18,채리도,행정,섬모양이 체리와 같다,237953.18,237590.27,0,,,POINT (237953.1830708117 237590.27406988415)
672,연등-5,4.68E+18,석도,행정,돌이 많고 물이 빠지면,237162.8,234862.46,0,,,POINT (237134.94224043208 234878.99037665263)
673,연등-6,4.68E+18,용도,행정,여순사건 연류자 130여,237325.78,234500.7,0,,,POINT (237325.78288482034 234500.70014816057)
674,남양-1,4.68E+18,우도,고시,섬의 지형이 소와 같다,228423.19,236402.61,1,연륙교,,POINT (228423.18776139247 236402.60512665444)
675,남양-2,4.68E+18,보치,행정,마을의 토박이 지명이,228121.37,236934.77,0,,,POINT (228121.37170559145 236934.7719817885)
676,남양-3,4.68E+18,상구룡도,고시,마을에서는 '윗구렁섬',228681.97,238017.83,0,,,POINT (228681.96722222227 238017.82629598596)
677,남양-4,4.68E+18,상구룡도-1,부여,상구룡도 인근의 섬,228408.7,238313.78,0,,,POINT (228408.70240556245 238313.7838030617)
678,남양-5,4.68E+18,중구룡도,고시,마을에서는 '중간구렁,228311.8,237858.4,0,,,POINT (228311.79845208902 237858.39682498435)
679,남양-6,4.68E+18,중구룡도-1,부여,중구룡도 인근의 섬,228219.23,238013.87,0,,미등록섬,POINT (228219.23270561273 238013.87067208538)
680,남양-7,4.68E+18,하구룡도,고시,마을에서는 '아랫구렁,228216.86,237568.64,0,,,POINT (228216.8611090928 237568.6369969038)
681,남양-8,4.68E+18,하구룡도-1,부여,하구룡도 인근의 섬,229217.4,237025.17,0,,미등록섬,POINT (229217.40167211884 237025.17023745697)
682,남양-9,4.68E+18,각도,행정,짐승의 풀과 같다 하여,227692.97,236857.47,0,,,POINT (227692.96905842898 236857.4652442548)
683,중산-1,4.68E+18,중산도,부여,섬모양이 소쿠리테안,229701.27,238421.79,0,,미등록섬,POINT (229701.26907677067 238421.7898020174)
684,중산-2,4.68E+18,상구룡도-2,고시,마을에서는 '윗구렁섬',228920.26,237895.47,0,,,POINT (228920.25673035663 237895.47336640907)
685,월정-1,4.68E+18,꼴섬,현지,예전에 노를 저어 이섬,236364.99,242206.8,0,,,POINT (236364.98663894268 242206.80284475425)
686,안남-1,4.68E+18,장선도,행정,이전에는 섬이 두개였,222227.34,239691,0,,,POINT (222227.34125651274 239691.00083368062)
687,예회-1,4.68E+18,서도,고시,면내 유일한 섬으로 무,226895.88,234677.52,0,,,POINT (226895.87647356623 234677.51734119834)
688,예회-2,4.68E+18,서도-1,부여,서도 인근에 있는 섬,226937.09,234921.34,0,,미등록섬,POINT (226937.0937658712 234921.33864430874)
689,강진3,4.68E+18,대오도,고시,까마귀가 많이 사는 섬,182780.89,206015.24,0,,,POINT (182780.8908732612 206015.242054276)
690,용당-1,4.68E+18,중도,행정,엄지손가락을 쥔 모양,222534.56,234432.77,0,,,POINT (222534.55881689966 234432.76825154375)
691,장도1,4.68E+18,가지도,고시,섬의 형상이 나뭇가지,241287.02,246207.86,0,,,POINT (241287.015912337 246207.85602729965)
692,장도2,4.68E+18,부도,고시,섬모양이 배가 떠 있는,240964.04,244793.86,0,,,POINT (240964.0381308304 244793.85880686983)
693,장도3,4.68E+18,해도,고시,지형의 모양이 게의 형,240405.02,245988.84,1,,,POINT (240405.0237100061 245988.84437692876)
694,장도4,4.68E+18,해1도,고시,해도에서 근거리의 첫,239165.04,245332.83,0,,,POINT (239165.03972303204 245332.82985635306)
695,장도5,4.68E+18,해2도,고시,해도에서 근거리의 두,238607.05,244850.82,0,,,POINT (238607.04963380768 244850.82431770593)
696,장도6,4.68E+18,해3도,고시,해도에서 근거리의 세,238739.05,244708.83,0,,,POINT (238739.05100033793 244708.82698251872)
697,장도7,4.68E+18,응도,고시,지주도와 해3도 사이에,238477.06,243919.83,0,,,POINT (238477.0638034177 243919.82735856296)
698,장도8,4.68E+18,지주도,고시,지형의 모양이 거미의,238747.08,242976.84,1,,,POINT (238747.07605000562 242976.83624951192)
699,장도9,4.68E+18,지주1도,고시,지주도에서 첫번째로 ,237474.08,243482.82,0,,,POINT (237474.07537940794 243482.81514417403)
700,장도10,4.68E+18,지주2도,고시,지주도에서 두번째로 ,236916.09,242917.81,0,,,POINT (236916.08647472356 242917.81005684158)
701,장도11,4.68E+18,지주3도,고시,지주도에서 세번째로 ,238098.08,242926.83,0,,,POINT (238098.08016384818 242926.82711550436)
702,장도12,4.68E+18,나망도,고시,지주도와 장도 사이에,239752.08,242301.85,0,,,POINT (239752.08058523881 242301.85436477826)
703,장도13,4.68E+18,죽도,고시,대나무가 많다하여 죽,240165.08,242146.86,0,,,POINT (240165.0806803123 242146.86116443848)
704,장도14,4.68E+18,송도,고시,소나무가 많다하여 송,240989.07,242305.87,0,,,POINT (240989.07408875352 242305.8722724202)
705,장도15,4.68E+18,다래도,고시,섬의 형태가 다래형상,241619.08,241435.89,0,,,POINT (241619.08342817856 241435.88597383694)
706,장도16,4.68E+18,동도,고시,장도의 동쪽에 위치한,242108.05,243483.88,0,,,POINT (242108.05117932038 243483.88231423218)
707,장도17,4.68E+18,효도,고시,섬의 형상이 무릎을 꿇,243326.05,243156.9,0,,,POINT (243326.04959485726 243156.9017187116)
708,장도18,4.68E+18,죽1도,고시,죽도에서 첫번째 근거,243046.05,243309.9,0,,,POINT (243046.04882751813 243309.89684865193)
709,장도19,4.68E+18,죽2도,고시,죽도에서 두번째 근거,243793.04,243810.91,0,,,POINT (243793.03766797134 243810.90507116227)
710,장도20,4.68E+18,소도,고시,장도에서 동북방향으,243391.03,244150.9,0,,,POINT (243391.0348174595 244150.8974427057)
711,장도21,4.68E+18,장도,고시,"옛날에는 낙안, 그 후",241822.04,244060.88,1,,,POINT (241822.0442934841 244060.87512609322)
712,신동1,4.68E+18,가스마리도,현지,,199660.67,215930.42,0,,신규등록,POINT (199660.6649919839 215930.4232652518)
713,고마1,4.68E+18,무녀도,행정,,200637.61,219812.42,0,,,POINT (200637.60561752788 219812.4163260439)
714,고마2,4.68E+18,대무녀도,행정,,201057.61,219154.43,0,,,POINT (201057.61261400257 219154.4256997027)
715,상발1,4.68E+18,자라섬(오도),고시(고시예정),"무인도이며, 섬이 자라",199912.07,221390.6,0,,,POINT (199912.07306042634 221390.6016637197)
716,상발2,4.68E+18,소동도,수치,,200431.69,223233.78,0,,,POINT (200431.68680155269 223233.78169064433)
717,사촌1,4.68E+18,보성여도,수치,,201470.82,223867.18,0,,,POINT (201470.81861976287 223867.18177059724)
718,사촌2,4.68E+18,장재도,고시,이 섬에서 장재란 힘 ,201185.48,224553.74,1,연륙교,,POINT (201185.47830208653 224553.73579246062)
719,진목1,4.68E+18,소대구도,고시,옛날 대구가 많이 잡,194512.28,204710.38,0,,,POINT (194512.27709444548 204710.3847985681)
720,진목2,4.68E+18,대대구도,고시,옛날 대구가 많이 잡혔,193647.7,203949.1,0,,,POINT (193647.695291837 203949.0953166936)
721,회진1,4.68E+18,탱자도,고시,탱자나무가 많음.,195364.38,207405.21,0,,,POINT (195364.37796144414 207405.21139819984)
722,회진2,4.68E+18,대마리도,고시,큰 말머리 닮음.,195615.35,206569.11,0,,,POINT (195615.34824882346 206569.11115639063)
723,회진3,4.68E+18,소마리도,고시,작은 말머리 닮음.,195694.17,207003.73,0,,,POINT (195694.17181661245 207003.7310738244)
724,덕산1,4.68E+18,노력도,고시,이 섬에 거주하는 사람,196892.94,206737.92,1,연륙교,,POINT (196892.93629624756 206737.92308887676)
