src_node,dst_node,island_name,release_point_id,attn_layer1_mean,attn_layer2
95,95,?,96,1.0,1.0
96,96,?,97,1.0,1.0
97,97,?,98,1.0,1.0
98,98,?,99,1.0,1.0
99,99,?,100,1.0,1.0
100,100,?,101,1.0,1.0
101,101,?,102,1.0,1.0
102,102,?,103,1.0,1.0
103,103,?,104,1.0,1.0
104,104,?,105,1.0,1.0
105,105,?,106,1.0,1.0
106,106,?,107,1.0,1.0
107,107,?,108,1.0,1.0
108,108,?,109,1.0,1.0
109,109,?,110,1.0,1.0
110,110,?,111,1.0,1.0
111,111,?,112,1.0,1.0
112,112,?,113,1.0,1.0
113,113,?,114,1.0,1.0
114,114,?,115,1.0,1.0
115,115,?,116,1.0,1.0
116,116,?,117,1.0,1.0
117,117,?,118,1.0,1.0
118,118,?,119,1.0,1.0
119,119,?,120,1.0,1.0
120,120,?,121,1.0,1.0
121,121,?,122,1.0,1.0
122,122,?,123,1.0,1.0
123,123,?,124,1.0,1.0
124,124,?,125,1.0,1.0
125,125,?,126,1.0,1.0
126,126,?,127,1.0,1.0
127,127,신안임자도,-1,0.021609813,9.085093e-05
128,128,진도하조도,-1,0.006501701,0.00038075383
129,129,해남묵동리,-1,0.005011768,0.0002205784
130,130,고흥신흥,-1,0.004704295,0.00014587244
131,131,여수반월,-1,0.0038501485,1.8131994e-05
132,132,사천아두도,-1,0.003774949,0.00014929635
133,133,통영망일봉,-1,0.0053496407,0.0003657125
134,134,마산봉암,-1,0.008164025,0.004271712
135,135,부산해양대,-1,0.012187866,0.0063076927
136,136,울산대왕암,-1,0.08376074,0.10052394
137,137,신안고장,-1,0.013032876,0.0012278901
138,138,해남예락,-1,0.0056825886,0.00042510196
139,139,해남송평,-1,0.0054267533,0.00012843213
140,140,완도신지도,-1,0.00508245,0.00011568425
141,141,여수백야도,-1,0.004226121,5.6353998e-05
142,142,고흥염포,-1,0.0050599845,0.00022255143
143,143,남해유구,-1,0.0028754775,4.3797005e-05
144,144,거제두모,-1,0.006818521,0.0014975045
145,145,울주나사리,-1,0.03307273,0.026233418
146,146,고성하일,-1,0.0045563597,0.0002485954
147,147,부산가덕도,-1,0.009811079,0.0030618126
148,148,부산일광,-1,0.017183047,0.010447676
149,149,신안압해도,-1,0.006187721,0.0004087084
150,150,신안우이도,-1,0.01548866,0.0028155888
151,151,신안흑산도,-1,0.03928616,0.024504626
152,152,여수거문도,-1,0.005593367,0.0003160596
153,153,여수안도,-1,0.0041562496,4.6243615e-05
154,154,완도보길도,-1,0.005466048,0.00015819071
155,155,완도평일도,-1,0.0047536753,2.896619e-05
156,156,울산주전,-1,0.11910741,0.14209129
157,157,진도가사도,-1,0.008278489,0.00026444742
158,158,통영욕지도,-1,0.0046350653,0.00013920377
